label	text
offensive	i should give my passport to a jihadi for safekeeping so it never gets lost or damaged berlinchristmas
offensive	i retrospect it pretty obvious to see that obama is pro muslim if not a muslim himself he stabbed israel in the back tried to give millions to the palestinians and literally gave iran pallets full of money to help them further there nuclear and missile program
offensive	<user> eid is only for muslim u idiot shut the fuck up with ur exmuslim
hatespeech	wearing out their welcome on planet earth just as fast as their muzrat mates
hatespeech	the muzzies got another tentacle out there
hatespeech	looks like barren cat lady will be retiring soon there a lesson go soft on the muzzies and pay the price at the ballot box
hatespeech	just a bunch of goat fucking pedophiles who wipe their asses with two fingers as opposed to toilet paper and a communist who likes muzzie shit particles in his food nothing to see here
offensive	<user> <user> every single time nothing an islamist says can ever be trusted
offensive	let face it even the amish are way ahead of most muslim countries the amish shun technology too but they are peaceful and do not insist everyone adopt their ways way ahead of most muslim countries
hatespeech	arm yourself against soros funded altifa tyranny and muslime ohell sedition there is no place in america for millions of ohell muslime refugee barbarians and their cult sharia law the dems love women are not slaves in america they are or will be armed if desired for their protection
offensive	why not a safety area for our muslim friends and their jewish enablers
offensive	<user> <user> <number> of uk deaths from covid19 are from the muslim community i wonder why
hatespeech	libtards are in denial that there is a mass global migration happening they have learned taqiyya quite well from their moslem overlords
offensive	why muslims beat women
offensive	i smell taqiyya tacos do you guys smell that too most likely not a white dude smells like a muslims work all day long
offensive	to stop islam is not the only goal we should have but we should also be creating advantages for those who do not try and control by violence and intimidation
hatespeech	when we go to war with russia i do hope they wont shoot any of our moslem soldiers while their having their prayer breaks probably best not to start the war during ramadan either innit
offensive	wow that interesting so you guys are being invaded just like we are in europe but at least you have president trump we have nowaymay in the uk she is a moslem appeaser
hatespeech	shit like this is what leads to civil war cuomo and his pedo son along with the rest of the muzzie lovers need to wake the fuck up
offensive	naturalization in early america was limited primarily to those who had been formed by western civilization especially since we had a problem with the muzzies in tripoli our way of life was informed by the universal principles of the declaration
hatespeech	not a muzrat this time oh wait
hatespeech	the cross is superior to the inferior crescent moon islam is beneath christianity judaism muslims pray against infidels fridayfeeling
offensive	if that were my sentiment and not a misrepresentation you would the muzzies were and have been throughout history the most despicable of people peace is a foreign concept to them
hatespeech	i asked a muzzrat baker to bake it
hatespeech	now now peter you know the nu swedes can not read or write so they will be exempted from this signed paper this new consent law is for traditional swedes only which is a shame seeing as the muslim swedes do <number> of the raping
hatespeech	<user> it so fucken funny you hating ass muzzie
hatespeech	more thousands of girls have been raped by pakistani muslims do you <number> call for an immediate national debate about immigration and race <number> introduce harsh penalties for all involved <number> gag the native population make a pakistani muslim the nation home secretary they chose <number>
offensive	i am more worried about muzzies and their proclivity towards raping killing random people and not sticking to their goats
hatespeech	our government flooded us with shitlam not tommy
offensive	<user> pearl clutching beta male hug a muslim soy boys i have got to remember that one
offensive	i never trust anyone in a burqa not because they are muslim most muslims are decent people dont me but because anyone who covers their face has something to hide
offensive	now if only we can get moslem men to do this before their wives squat out shitlings
offensive	name one positive thing that blacks or muslimes have brought to the west on their own not things that were created here but things unique to them that they did all by themselves
offensive	didnt you all realize huma weiner was hiding something when she separated from carlos danger i bet the muslim brotherhood has her halfway back to saudi arabia by now maga gabfam draintheswap
hatespeech	i will never ever fight in any war for the benifit of islam or muslims i will not spill my blood for people that want to kill me and my way of life i dont care who there fighting or where or why
hatespeech	<user> san bernardino residents don ’ t buy guns and give them to your jihadist neighbor to look cool
offensive	why this guy is trying to apply western liberal enlightened thought to an asian muslim country is beyond me
hatespeech	you show me a muslim and i will show you an inbred illiterate goat humping woman raping head chopping evil lowlife gutter scum pos
offensive	in all seriousness there a probability of moslem men attending the million woman march and sexually assaulting them i hope i am wrong
offensive	muslim migrant rapes more women than canadian bernado yet media stays silent we wonder why no one trusts the media any more
offensive	<user> well during ramadan do muslims sit at home don t work and islam is based on democracy is biggest joke
offensive	<user> she a radical islamic terrorist nuff said
hatespeech	<user> happy birthday to one of the greatest muzzrat slayer may mahadev bless you and may you keep kicking these muzzrats n com rats in debate sir 🙌 🙌 🙌 🚩 🚩 🚩 🚩 🚩 jai mahishmati ✊ ✊
offensive	uh have you gotten a peek at michigan of late upstate ny did you know there are <number> muzzy civil rights groups functioning besides cair which has been determined to be a mb terrorist group connection
hatespeech	liberals won t face the fact that if anything the obama administration has condoned criminal behavior far above justice and has divided this nation with his racism muslim leanings and support of homosexuality putting the smallest fleas of society as the leaders of the nation
offensive	<user> call them faggots and send them pictures of muhammad
hatespeech	the white helmets are a bunch of muzzie terrorist
hatespeech	wonder if amsterdam red light district has changed the sand niggers just love pussy but they prefer rape to a commercial arrangement makes them feel like the men they are not inbred scum kill em
hatespeech	labor mp naz shah a muzrat supports rape wants the victims to shut their mouths so her fellow muzrats can go on raping as they please
hatespeech	<user> im not too worried about chinese migration its the mudslime one that bothers me
hatespeech	apparently it the only place you will not be harassed by muzzo sand niggers
hatespeech	good might slow down their breeding by homosexual muslims who hate women
offensive	<user> i am a brit if you are talking about florida looks like he was a muzzie despite the wetback name
hatespeech	tommy robinson might do some good things when it comes to dealing with muslim rapists and child predators but his support of zionism and being a jew convert is cancerous anyone associated with him is a potential zionist shill imo
hatespeech	anyone who tells you that muslim intent is not bad is either naive or has alliance with leftwing muslim monsters radical islam is evil
hatespeech	they had to make her white so it does not look like a muzzie did the crime
offensive	<user> that jihadist bitch has got to go now
hatespeech	defends islam doesnt want to see islam erased from existence why not crusade against the jews and the sandniggers class remember the golden rule if you hate trump for any reason you may as well be antifa and a jew yourself namethejew <user> is a jew
hatespeech	current year europe esp sweden and germany muslim immigrants sexually assault or rape women let them go let sweep it under the rug admitting a problem would reflect badly on the ppl who allowed them in in the first place go <number> km h over the speed limit major issue trump was right maga
hatespeech	see how lefties turn on their poster girl aung san suu kyi mynarmar cos she will not bend to dhimmi traitor politicians un by appeasing moslems unhcr head is a moslem screams genocide irony yet mentions nothing of ongoing moslem genocide of christians in middle east me says go for it aung
offensive	<user> well not really islam does not care for ridicule nor reason you beat islam like you would a pack of wolves just do not be a bitch and act tougher than they are problem solved oh and do not invade their hunting grounds if you can help it
offensive	<user> the shooters must be muslim
hatespeech	being a moslem has got to be the worst punishment in the world
hatespeech	so muslimes think they can kill people who do not live like them and you want to tolerate that you must be a liberal and a fucking retard who will soon be dead
offensive	they are not my fuxking people bitch i am a hindu not a fuxking sullah muslim us hindus have been dealing with these sullahs longer than your pasty white assess so shut the fuck up
hatespeech	want to end terrorism find all of the terrorist family and all families of co conspirator families send all of families to any mussie country if they attended a mosque that perpetrated the attack doze it level and build a park with memorial to dead ship imam and family back
hatespeech	the only reason why i support electric cars is because we need to stop funneling money to these retarded camel jockeys alternatively we can just invade their countries and genocide them but somehow i think that is less likely to happen
offensive	might as well say an enemy of america since he is enabling the moslem scum banislam
hatespeech	ahmed hussen canada shit skin mildly retarded somali moslem immigration minister has absolutely refused to accept any white afrikaner farmers he wants to bring <number> <number> retarded moslem to canada to kill canadians
offensive	but who directed the influx of muzzies i n the first place how are they able to defeat the mccarran walters act at the gate behind the curtain are the ones that seek plausible deniability and you just gave it to them cut off the head
hatespeech	<user> <user> turkey is a jihadist terrorist organization and doesn ’ t belong to any western organization
hatespeech	yes after he ships in all the muslims and africans they will kill all dykes like you i agree he is a hero
offensive	<user> it started in <number> you dolt maybe your muslim brother obama should explain
hatespeech	<user> we need all muslims removed from power before they destroy us all
offensive	assuming jeff already is a trillionaire if he was to be muslim he ’ d pay £ <number> billion zakat
hatespeech	i take it you are a nigger then you have thrown no one anywhere and it looks like the muzrats have turned the uk into another shithole try to keep up
offensive	we can never have this as long as there are blacks jews spics muslims and asians
hatespeech	this dipshit libtard let us his muzzie gf tell him what to do america was good to you you dumbfuck
hatespeech	the muzzies and black churches have always been given a pass this primarily helps conservative churches that have been silent on political issues out of fear of losing their 5 0 1 c3 status
offensive	<user> muslims are confused what is going on and some muslims extrimists had applied visa for bangladesh and pakistan
hatespeech	i know they are trying to commit white genocide but is not the f ing jews but the f ing muslimes that want to kill christians and jews and atheists and hindu and budhists or submit them to their psycho cult what part of kill do not you understand
hatespeech	<user> the gay muzzie mulatto abolished the borders on <date> with a stroke of his pen that is why neither ice nor law enforcement agencies can uphold the law they have been superseded by executive order
offensive	woke anti islam bc u think arabs are ugly and stupid also woke anti islam bc ur an ethno nationalist joke anti islam bc ur mad about terrorists
hatespeech	wholeheartedly agree unlike the rest of europe magyarország will keep their culture and laws and not allow moslem inbreeds and shariah fucked laws
hatespeech	if dhimmi therea sharia may amber rudd y useless will not sort the moslem problem this bunch millions more brits will we will not be visiting mosques to sit down for samosas or posing with qurans footballadsalliance moslemsaretheproblem islamofascism muslim islam sandcoackroaches
offensive	<user> someone give me muslim accounts to follow i wanna practice my lying
hatespeech	jy kelly8 hours ago edited if she really wants to act like a moslem she should get a little bit of the fgm that these scum love so much this bitch makes me sick at my stomach libs like her are the reason trump won ﻿
hatespeech	allowing muslim rape jihadis to drive western women around in cars is a recipie for disaster see halifax
hatespeech	there no such thing as hate speech you inbred goat fucking mudslime piece of nomadic sand nigger trash
offensive	<user> <user> you are a muslim so you have no say on judaism
hatespeech	but whites are not as perverse as fucking moslem inbreed shite
hatespeech	it not safe for muzzies lee lee deus vult
hatespeech	<user> <user> yes so moral of story is never make the moderate muzzie posterboy for hindus he will b as much a empty vessel as any other
offensive	khan stage a fake kidnapping pakistan okay who khan me ask for <money> billion ransom you can use that money to fund terrorist attacks in europe pakistan i do not think they will pay khan why not pakistan you are in a moslem country part and parcel and they hate you
hatespeech	unfazed by constant acid terrorist attacks by moslems many londoners refuse to blame their moslem neighbours moslems are so like totally peaceful said brian <number> a gender studies student the local university his partner tom a yoga instructor agreed i just love their kebabs their super yummy
offensive	most western europeans would rather be killed or raped not a play on words or a euphemism or have their children killed or raped by evil muslim invaders then be called a racist bigot xenophobe or islamaphobe cultural marxism schooling has brain washed them into submissive spineless pussies
hatespeech	muzzies are goathumpers and wifebeaters fuck every muzzie and the religion of piss i d be happy if we nuked every muzzie country off the map
offensive	<user> not stanning the boyz is an act of violent islamophobia btw
offensive	my wish for you virgin types is to understand that <user> is correct random no context replies is a bad experience you can disagree please no muslim gang raping on my tl
hatespeech	kill a muslim family every day kill the muslim terrorists from the root facebook employs muslim mother fuckers and they support muslim umma fuckers in facebook zuckerberg is a muslim supporter and a traitor
hatespeech	christians are commanded to come out and be separate muzzies and christians cannot co exist as muzzies just want to kill everybody all the time so somebody has got to go
hatespeech	<user> maybe he was referring to young immigrants that he and his peso friends can molest after all muslims accept sex with children
hatespeech	communist muzzrats and jews together
hatespeech	the big showy anomalous attacks with fema fingerprints all over them have changed from being about islamic immigrants targeting special treatment groups to being about left wing extremists targeting whites republicans wonder what we have to look forward to in <number>
offensive	trump cabinet consists mostly of billionaires military as opposed to ghetto thugs freeloaders islamic terrorist sympathizers maga
offensive	yeah but he beheaded <number> jews in one day that makes muhammad better than you
offensive	i dissent the pact between jews muslims to rig the towers with thermite while promising the arabs the usa in return the jew world order
offensive	would someone still allowed on twatter please convey my thanks to <user> for his robust defence of the bleeding obvious to the doubting <user> that islam hates jews and many of it adherents are deeply influenced by that institutionalised antisemitism labour is the party of islam
hatespeech	rohingya muslim invaders
hatespeech	sucking up for the moslem shite community as usual his one and only consideration what an evil twisted short arsed moslem shite he is
hatespeech	george w bush proves again you can kill millions of mudslimes and still come off as the greater hero to the left as long as you counter signal trump non violent criticism of islam
hatespeech	this is not shocking this is islam it what they do islam teaches non believers deserve whatever they get the quicker people get this fact the better
offensive	<user> agree with ananya baby every hindu muslim sikh isai should travel in economy class sonam kapoor
offensive	more muzrat part and parcel
hatespeech	comedy gold if muzrat stuff is found in norse graves it is far more likely it was booty from slaughtered muzrats after going viking than proof that norse were muzrats they were not
offensive	and our muslim puppet global elitist traitor governments keep importing these savages because they need an excuse to declare martial law if you think i am joking i remind you that martial law was declared in ma after the boston marathon bombing by muslim immigrants
hatespeech	here the funny thing about sarsour she d never dare try to pull this bullshit in a muzzie country shed need that much makeup to cover the bruises from being slapped around by their cowardly men these maggots are establishing a caliphate right under our apathetic ignorant little noses
hatespeech	better hide that herd from the muzzies
hatespeech	<user> exactly arabs mozzies are setting fires just like in israel at the same time they r demanding benefits and subsidised housing just say no deport these trojan horses lets give our hard earned to our homeless our vets and our pets 🇺 🇸 ❤ ️ 🇺 🇸
hatespeech	my comment and others on fox news regarding the jihadist muslim terrorist family that attempted to explode a suicide vest 👹
hatespeech	oh the irony of putting out a commercial showing a racist white guy chasing poor minorities w a truck when facts are it dirty muzzies mowing down americans in rented trucks
hatespeech	bitcoin and islam is the same shit gehirnwäsche fangt an zu denken
offensive	domt worry police will be doing gay pride you cannot punch them as they have a load of cameras maybe islam should turn on em they make me sick they are common purpose wankers
hatespeech	it time to purge these sand nigger savages from our country once and for all
offensive	i thought there was lots of passages in the qur an that showed mohammad was bi sexual at least i mean pakistan sees mohammad as the perfect male and so pakistanis visits male prostitutes regularly and or pick up street children for homosexual rape
hatespeech	islam is bullshit mohammed was a pedophile and liked taking it up the ass a religion of wifebeaters and goathumpers is not a religion its a cult
hatespeech	there is one thing that they do understand and that is violence maybe two things prison george soros us is paying the human traffickers to take the muzzie horde to europe a total pos
hatespeech	when she whines i smile but i will not eat her tears or suffering she probably infected with hepatitis due to her poor moslem hygiene 😂 😂 😂
offensive	‪ other displaced populations hungarians germans mexicans move on bc they lost why do these arabs in israel always get a pass hint islam ‬
offensive	<user> terrorist protesters all are bangladeshi muslims
hatespeech	where do we send complaints when muzrat eunuchs like darrenb are allowed to make complaints against normal people
hatespeech	in a massachusetts a moslem scum is running for office while a member of terrorist group cair
offensive	<user> lol muslims hate both lgbt and jews no one questions them tho
hatespeech	and germany is on the fast track to be bred into the next iran enjoy your voluntary downfall as your women give birth to more and more muslims
hatespeech	canada on track several years later to resettle a mere <number> people that are actual refugee material after tens of thousands of moslem migrants were brought in
hatespeech	give me three raghead desert fuckers i can teach and whip those fuckers into americanism
hatespeech	i can guarantee that if a stray muzzie moves into the secluded area of ok where i have property the locals will burn his ass out thats how they roll
hatespeech	just a reminder that whites were not the first slaveholders — it was the moslems the slavs were the first slaves during the moslem invasion of europe
hatespeech	goat fucking woman beating child raping sand niggers everywhere
hatespeech	any idea where killery and that half white pos moslem barry are you can expect fake deaths i would prefer real ones
offensive	<user> swear that almost <number> of school shooters are white americans but yeah no watch out for them scary muslims they might getcha
hatespeech	labour concillor in telford more concerned about someones words on twitter than paki moslem gangs raping white children
hatespeech	<user> <user> a hindu refugee has roots with india in terms of religion muslim refugee can take refugee at a islamic country more over we cannot see more bomb blasts which start with ola ho uber
offensive	moslem ban gun ban
hatespeech	what a muslim does in the privacy of his own goat is disgusting better not put a picture here try not to imagine one either
hatespeech	who gives a shit about the kneeling nigger football league not me their hero and ringleader unemployed colon and his muzzie girlfriend are sdumbshits with a sum iq of <number>
hatespeech	all those sand niggers demonstrating on gaza just crying out for napalm
offensive	paul jayda jailed meanwhile muslim preachers are free to spout their hatred unhindered the law is an ass
offensive	i should post pics of muslim women sucking christian cock lol
hatespeech	<user> she lucky all she got was a bad haircut some moslem fathers would rape their daughters first then kill them to restore honour to their family
hatespeech	a shitpost does not equate to starting a topic just to spew random statements and you are defending the fucking sand niggers of iran you disgust me a good muslim is a mutilated and dead muslim end of discussion deusvult
hatespeech	why are you only saying whites like other races support islam i dont even think if whites band together it will be enough whites blacks asians and hispanics need to band together
hatespeech	<user> the edmund fitzgerald leaves for canada tomorrow morning all muzzies are welcome and it is free
hatespeech	senior eu official said it was part of poland push towards self ghettoisation is not that rich another example of liberal globalist transference the only ghetto in the eu are the muslim pig dick suckers ghettos
hatespeech	israel is not scary meddles in world elections including the us da goat fuckers are da problem the reason you have goat fucker problems is cause you got hook nosed shekel counting kike problems
hatespeech	their life is over either kill every migrant or prepare to die because they will rape your women kill your women they will sodomize your sons they will destroy your will to live unless you kill every moslem sent to destroy you
hatespeech	our brave men and women are fighting and dying to keep your racist ass safe so tell me captain cuckstain how many arabs have tried to ban my free speech how many muslims have demanded they lock up racists like me its always faggot cuckservatives like you that decry racism
hatespeech	southerners are even dumber than muslims why you ask muslims cut the nuts off their nigger slaves
hatespeech	haha the hollyweirdos can snuggle up with their mudslime heroes
hatespeech	nyc bomber dam i burned my dick off wow now i am a transgender muzzrat now deblasio will pay me twice as much
offensive	all those poor police officers and social workers i mean they would have been raked over the coals and called some awful things if they d actually protected those vulnerable young girls who were raped and killed by muslim savages
offensive	brown must be friends with idiot boy trudeau he has given <money> to the un clinton foundation moslem dictators but he has refused to repair the rail line up to churchill manitoba our northern sea port everything goes to moslems nothing to canada canadians
offensive	if the aussies cared as much about saving their country as they do about trying to beat england at rugby every muzzie in australia would be back in pakistan egypt and saudi by now
hatespeech	<user> uk is an islamic state are brits going to take their country back
hatespeech	is there not <number> brit with the brains balls to assassinate this filthy shit skin moslem terrorist
hatespeech	it ok if a moslem does it
offensive	finally got my first twitter jail sentence for calling a goatfucker a goatfucker while they whinged about poor oppressed muslims being kicked out of myanmar for slaughtering the buddhists i should start using this site more
hatespeech	most muzzies in the west and the ones fleeing the middle east sunni or straight up niggers so the only good muzzie is a dead sunni or nigger one the ones that are staying in their land im okay with as long as they say in their homeland
hatespeech	it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay
offensive	i ’ m not boutta let bts be some backup dancers for this islamphobic fuck please get them off that stage
hatespeech	we wasn t being nice enough is the reason why pakistani moslem men went around gang raping white children according to the politicians media
hatespeech	so if a woman kills an islamic terrorist it haram and he will not get his <number> toddler why do not more uk women know this cause i know i ain t the only bitch willing
hatespeech	just hang the piece of moslem shit by the nuts with rusty wire if that does not work try his neck
hatespeech	don t talk shite kike moslems are less than <number> percent americas fucked plus we never had a kenyan leader an you say you re a white country you are not even white you1re jewish
hatespeech	what only phosphorus i think the israelies should just nuke the moslem pigs and get it over and done with fuck moslems cunts
hatespeech	4 th of july always fires up my american patriot blood demanding and fighting for freedom for all dems openly want mussie barbarian sharia in america that makes women all but slaves not going to happen vote dems out of congress <date> <user> make america great
hatespeech	the abrahamics are the enemies of animals we arayans are the friends filthy muslims 3 rd nation degenerate sand niggers
hatespeech	i know my previous post was pretty cucked i believe in enforcing the law but this guy was a good kid why can not we just deport the shitskin muzzles instead that why i mainly voted for trump
hatespeech	this is absolute bullshit it a psychological trick to attempt to show moslem supremacy these low iq shit skins have no balls are dickless assholes
hatespeech	if britain closed its borders2day moslems would still become a majority due2their high birthrates the only solution2the moslem problem is repatriation2their ancestral homelands at 1 st it can be tried on a voluntary basis with financial compensation4example but eventually they all must b told2 go
offensive	bbc journalist is it really a crime if <number> or <number> pakistani moslem men have sex at the same time with a young white british child whose been drugged the girl parents might have voted for brexit
hatespeech	why do we allow any moslem filth brought here to begin with we have a right as a sovereign nation to disallow anyone we deem unworthy to be an american from coming here
offensive	when interviewed in calais en route to the uk they already have this in their minds so they fully expect to get free good housing free money if your a muslim its considered the same as the non muslim tax the jizya and we actually are paying it
hatespeech	jews are behind the muslim religion and people
hatespeech	well my dear lgbtq brothers and sisters i do not want to die at the hands of a muslim terrorist and as you are putting my life in danger with your politics i would like to suggest that you all go fuck yourselves
hatespeech	lol actually my reply was a sarcastic comment that a moslem would try to fuck a turkey
hatespeech	everything about islam is satanic and disgusting they must be dissolved from the planet you knew i was a snake when you first let me in they must be destroyed entirely
offensive	<user> <user> islam makes all the fun stuff in life forbidden haram it sucks 😒
hatespeech	<user> <user> yes terrorism and hate is islam
hatespeech	met police terror attack in london quick lads arrest anyone who gives a moslem a dirty look search twitter for any islamophobic tweets we dont want the lemmings couch potatoes over reacting demanding we actually do something about these moslems
hatespeech	a black man with a moslem name is an abeed
hatespeech	the human family needs to separate into individual race groups for a few hundred years we can reconvene after that and each group will take its tech with it blacks and arabs will object to this because they do not bring shit to the table except fgm murder etc fuck islam blackmenmurder
hatespeech	🎊 🎊 hindu rashtra by midnight 🎉 🎉 one tight slap for fiberals burnol for jihadis and sickulars 🙏 🙏 thank you modi zee 🙏 🙏
hatespeech	let the crusades against rag heads continue kill all the women beating child raping goat fucking sand niggers take no prisoners
hatespeech	usurper moslem fraud usurper
offensive	if white people should be ashamed for our forfathers slavery then why do arabs get a free pass they are still doing it
offensive	are they 2 nd 3 rd 4 th wives the muslim child birth rate is out of control and the <number> bastard are letting it carry on they really believe that soft politics will curb their desire to have a calliohate in the uk <number> mps and so delusional and dangerous
hatespeech	the ex lying muzrat traitor in chief needs to swing for his crimes
hatespeech	good night family god bless remember every muscum wants us dead but god is our savior this ha all been foretold it just a matter of accepting we are at war yet we sit on screens love ya all again god bless
hatespeech	fuck islam and fuck every muzzie muzzies are wifebeaters and goathumpers the only good muzzie is a dead muzzie i want them all to be good muzzies
hatespeech	your current politicians are kike puppets europe will pay their refugees to leave for uk and france the future muslim wastelands churchillwillpay
hatespeech	so the oblamer administration set many parts of the muzzie world free and this is what everyone out there gets to see fact
offensive	there is a war on christianity discrimination against christians democratparty muslim groups allied to spread communism sharia nosharia
hatespeech	i am so glad i do not live there anymore i got out before the muslim invasion of minnesota
hatespeech	<user> asshole muslims kills hindus in kashmir this is the reason why you dont deserve sympathy
hatespeech	call a doctor quick some moslem from a shit hole country has a severe case of the hurt feelings
hatespeech	hes just a sand nigger subhuman
hatespeech	we have had a muzzie problem since that psychotic pedo mohammed started his death cult
hatespeech	if the refugees say they are children arrest the libtard swede women for statutory rape either a moslem goes down or a libtard swede does someone has to go i wish both
hatespeech	can not wait to see the raghead after a heart attack with his newly found free healthcare turn down a pig heart valve to stay alive would not be surprised if we have halal certified chicken valves for them instead
hatespeech	the pedophiles over at the bbc now showing programmes about how wonderful moslem foster parents are hm i wonder what made they bring up this subject it almost as if theres been a negative story about moslems fostering abusing young white christian girls in the media recently
hatespeech	hopefully we can speak freely about moslim terror here
hatespeech	well i am not but you still sound like a muslime only muslimes rant like total maniacs when it comes to tha jews
offensive	is it still a psy op when the ppl that you are trying to convince are mindless sheep that will sleep walk wherever they are dog whistled oh they said america patriot flag imma bomb that country i do not like islam therefore israel is my greatest friend not buddhists or hindus no only jews
hatespeech	i did not realize the multicult turned on buddhists so long ago i always used them around shit libs when they said trump is a national embarrassment they care much about what euro cucks and muzzies think
offensive	my muslim moots ramadan is coming
hatespeech	<user> muslims just simply should not be in the world
hatespeech	behind the rohinya muzzie sob story http :// <url>
offensive	or because you have the entire mainstream media most of hollywood most of washington in your back pocket history will tell the truth muzzy boy barry
hatespeech	<user> go back to israel with your sand nigger wife and mutt child
hatespeech	despite the media blackout of all the muzzie rapes in sweden the word is out sweden and their gorgeous women are under unfettered assault by savage 3 rd world cretins there will be a point when islam can no longer hide it evil vile savage and despicable soulless character
hatespeech	amy here are substitutions you can use islam isalami muslim mooslime sharia shartia jihad gleehad qur an grranne muhammad fdr fucking donkey rapist muslim brotherhood mooslime rape club jihad sweater vest club islamic isalami sandwich
hatespeech	cowardly actions by the pussy brits men let their women be gangraped by moslim animals should change countrys name to cuckland
offensive	feminists blacks muslims queers illegals libtards hispanics latinos transgenders jews do not like men like me why solely strictly because i am a college educated conservative hetero christian white male who also happens to be a legal immigrant american citizen by the way
hatespeech	you follow a sand nigger religion you muppet you are level of disconnect is phenomenal
offensive	how far will the muzrat appeasers go before everyone rises up and removes them and the muzzies with them
hatespeech	the great muslim purge is coming assimilation is not what they have in mind they are starting to show their asses liberals cry about a ban when the ban starts the purge will start also some will enjoy the roundup
offensive	lowlife msm trying to link the guy who rammed a van into moslems in nrth londonistan to tommy robinson britain first well if it linking to anti moslem patriots with brains then about <percent> of uk are there
offensive	didnt think some had minds sand niggers dont
hatespeech	before i was banned from twatter i had many heated discussions with i am dearborn a goat fucking moslem they are taking over and our government is funding them our fucking tax dollars let that sink in
hatespeech	i bet they will have a moslem by next school year and moments of silence will replace all prayers what kind of a catholic school will that be when their own mission statement does not have the word catholic in it war is coming thank you god
offensive	now that i have blocked the close minded people i will explain why i have this belief with regards to the hijab and niqab islam came to 7 th century arabia because of how uncivilised they were nothing changed in most arab countries excluding the uae
offensive	clueless boomer jews dont want refugees because muslims hate them
hatespeech	and president trump will not be bowing to a raghead either
hatespeech	twisted fuck moslem no doubt
hatespeech	let moslems have a no bag limit on moslem girls
offensive	justine mohammed trudeau running the streets wild in toronto at the gay pride ding a ling parade this weekend
hatespeech	a moslem writing with his ass wiping hand
offensive	she has yid and sandnigger blood irl she is quite manic overcompensating perhaps her first impacts with the wall are leaving her dazed and yiddy
hatespeech	the vile cult known as islam is not compatible with america or american values and the constitution it is a disgusting religion that is based in violence and filth
hatespeech	msm blamed this muzrat terrorist attack on women and dropped the story like it was a hot potato
hatespeech	france is finished might as well just ignore them they let the mozzies kill a rhino saw the horn without even knowing it all women raped even the cops get raped nobody does anything
hatespeech	i am presuming he means the standard left wing idiots lots of hypocritical women amongst them think maria ladenburger obviously you are against these fucking muhammedans
offensive	oh we got somebody trying to defend the murderous negro community and the drug dealing hispanic community you are also defending those mongrels the islam they say white people are all racist and we can only be racist then their stereotype apply as well
hatespeech	tonight on nbc chicongo justus an innocent moslem is murdered if the show was realistic there wouldnt be any white criminals in chicongo ban islam
offensive	great ending if your kids are black or muzzy like they are supposed to be you should probably understand the hate is for you alone
hatespeech	<user> shameless never did anything fr kashmiri pandits and talking of humanity you jihadi funded third grade ngo
offensive	that like saying the british wanted a deluge of asians arabs and muslims in an already crumbling under resourced nation and now we must watch as they take over germans have been persecuted and subjugated since wwii and have obeen cowed by jews as unwarranted punishment it not their fault
hatespeech	following on from the other socialist tory pm the equally useless europhile traitor camoron theresa sharia may decides to try the hug a moslem suicide bomber approach
offensive	obama the muslim call to prayer is the most beautiful sound i will fundamentally transform america my muslim faith these shocking statements were made before half of our treasonous brain dead voting population voted for a known enemy of america what did they think fundamentally transform meant knowshistory
hatespeech	import 3 rd world in bred retarded violent pychopaths who want to convert the world to islam because the west did not already have enough of its own problems
offensive	how is all that awesome muslim diversity going for you native germans you have allowed this yourselves if you do not stand and fight against this you get what you asked for what you deserve
offensive	islam is the religion of peace there a piece of you over here another piece over there some more pieces over there the fun never stops with the retarded followers of the pedophile prophet
offensive	just look at arab non muslims berbers druze alawites even the christian arabs are low iq chimps completely retarded societies whether based on islam or not
hatespeech	mcpain traitor in <number> mussie loving mcpain traveled to syria to meet with moderate rebels rebels sent by ohell ohellary from libya rem benghazi to attack syria president assad this traitor was actually meeting with isis and arranged to get them more funding arms treason
hatespeech	french mayors panic as invading muslime migrants overwhelm cities keep your borders open french president moron there are more muslimes looking for freebies and to take over your nation muslimes are no value added to france or any european nation or america deport putin says syria war over
hatespeech	there a certain irony about mps talking about ethics condemning bradley higgins perhaps pedo tax dodging expense fiddling moslem cock sucking pro mass immigration anti british fascist traitor mps should take a long look in the mirror
offensive	in mn that would be blacks and mudslime because that is who amazon is sending into white suburban neighborhoods i am surprised whites have not sued over discrimination in hiring because i do not see any hired
hatespeech	<user> <user> and she ’ a fucking raghead moslem intentional spelling
offensive	i was wondering when a muslim becomes prime minister where will the first english hydrogen bomb be droped on manchester london or brussels
hatespeech	part and parcel of living in a big city london muzzie mayor sadiq khan
hatespeech	starbucks is the enemy same as walmart monsanto clintons this american thing is a bitch is not it starbucks is hiring muslims <number> of them after the travel ban got cucked pay attention
offensive	<user> <user> lol most terrorist are muslims the numbers do not lie
hatespeech	khan can suck the shit off the syphilitic dicks of his moslem pedo brothers uk cops can lick up the mess never rotherham rochdale rape jihad sharia creep islamo facism white genocide christiangenocide never islam 14 words
hatespeech	time for realjustice bcuz islam is a cancer on humanity that needs to be eradicated not enabled purge deport crusade white europeans have to get their mojo back fireuptheovens
hatespeech	to infiltrate and spread islam they need to fuck off back where they came from
